Name,Lat,Lon,country,state,Population
Brandenburg an der Havel,52.41667,12.55,DE,11,59826
Bramsche,52.40881,7.97288,DE,6,31394
Brakel,51.7175,9.18596,DE,7,17808
Brake (Unterweser),53.33333,8.48333,DE,6,16150
Brackenheim,49.07787,9.06601,DE,1,15083
Bottrop,51.52392,6.9285,DE,7,119909
Bornheim,50.76313,6.99089,DE,7,48523
Borna,51.12416,12.49639,DE,13,18806
Borken,51.84382,6.85774,DE,7,40876
Boppard,50.23085,7.58992,DE,8,16215
Bonn,50.73438,7.09549,DE,7,313125
Bonen,51.6,7.76667,DE,7,19393
Bogenhausen,48.15221,11.61585,DE,2,77542
Bochum,51.48165,7.21648,DE,7,385729
Bocholt,51.83879,6.61531,DE,7,73943
Boeblingen,48.68212,9.01171,DE,1,46282
Bobingen,48.27091,10.8339,DE,2,16682
Blomberg,51.94331,9.09067,DE,7,17183
Blieskastel,49.23724,7.25617,DE,9,23212
Blankenburg,51.79025,10.95509,DE,14,15963
Bitterfeld-Wolfen,51.62355,12.32395,DE,13,15608
Bingen am Rhein,49.96675,7.8992,DE,8,24657
Bietigheim-Bissingen,48.94407,9.11755,DE,1,41769
Biesdorf,52.50906,13.5534,DE,16,24988
Bielefeld,52.03333,8.53333,DE,7,331906
Biberach an der Riss,48.09345,9.79053,DE,1,32333
Bexbach,49.34615,7.25527,DE,9,19115
Beverungen,51.66801,9.37417,DE,7,15266
Bernburg,51.79464,11.7401,DE,14,32113
Bernau bei Berlin,52.67982,13.58708,DE,11,34866
Berlin,52.52437,13.41053,DE,16,3426354
Bergneustadt,51.02496,7.65599,DE,7,20567
Bergkamen,51.61633,7.64451,DE,7,52329
Bergisch Gladbach,50.9856,7.13298,DE,7,106184
Bergheim,50.95572,6.63986,DE,7,63558
Bensheim,49.68369,8.61839,DE,5,39439
Bendorf,50.42289,7.57924,DE,8,17495
Bedburg,50.99258,6.57128,DE,7,24937
Beckum,51.75571,8.04075,DE,7,37814
Beckingen,49.4,6.7,DE,9,15983
Bayreuth,49.94782,11.57893,DE,2,75061
Bautzen,51.18035,14.43494,DE,13,41972
Baunatal,51.25182,9.40747,DE,5,28173
Baumschulenweg,52.46583,13.48523,DE,16,17186
Bassum,52.85059,8.72791,DE,6,16191
Bamberg,49.89873,10.90067,DE,2,70047
Balingen,48.27525,8.85464,DE,1,34414
Baiersbronn,48.50318,8.37699,DE,1,16248
Baesweiler,50.90964,6.18874,DE,7,27834
Bad Zwischenahn,53.18333,8,DE,6,27550
Bad Wildungen,51.11963,9.12475,DE,5,18037
Bad Waldsee,47.92027,9.7549,DE,1,19840
Bad Vilbel,50.17866,8.73756,DE,5,30736
Bad Toelz,47.76111,11.5589,DE,2,17434
Bad Soden am Taunus,50.1408,8.50449,DE,5,21357
Bad Segeberg,53.94313,10.30215,DE,10,16052
Bad Schwartau,53.91887,10.69691,DE,10,19722
Bad Salzungen,50.81342,10.2361,DE,15,16410
Bad Salzuflen,52.0862,8.74434,DE,7,54899
Bad Sackingen,47.55371,7.94612,DE,1,16549
Bad Reichenhall,47.72947,12.87819,DE,2,16910
Bad Rappenau,49.23848,9.1018,DE,1,20581
Bad Pyrmont,51.98589,9.25246,DE,6,21629
Bad Oldesloe,53.81167,10.37417,DE,10,24322
Bad Oeynhausen,52.20699,8.80365,DE,7,49513
Bad Neustadt an der Saale,50.32174,10.20673,DE,2,16064
Bad Neuenahr-Ahrweiler,50.54322,7.1113,DE,8,27823
Bad Nauheim,50.36463,8.73859,DE,5,30291
Bad Munstereifel,50.55667,6.76424,DE,7,19051
Bad Munder am Deister,52.19551,9.46421,DE,6,18726
Bad Mergentheim,49.4925,9.77361,DE,1,22472
Bad Lippspringe,51.78333,8.81683,DE,7,15175
Bad Langensalza,51.10771,10.646,DE,15,18183
Bad Kreuznach,49.8414,7.86713,DE,8,43213
Bad Kissingen,50.20228,10.07784,DE,2,21328
Bad Honnef,50.64336,7.2278,DE,7,25348
Bad Homburg vor der Hoehe,50.22683,8.61816,DE,5,51859
Bad Hersfeld,50.87197,9.70891,DE,5,30725
Bad Harzburg,51.88268,10.56157,DE,6,22954
Bad Essen,52.31667,8.33333,DE,6,15732
Baden-Baden,48.7606,8.23975,DE,1,54239
Bad Duerkheim,49.4618,8.17236,DE,8,18698
Bad Driburg,51.73297,9.01969,DE,7,19553
Bad Berleburg,51.05224,8.39227,DE,7,20757
Bad Bentheim,52.31814,7.16343,DE,6,15508
Bad Aibling,47.8638,12.01055,DE,2,17672
Backnang,48.94743,9.43718,DE,1,35778
Babenhausen,49.96519,8.95129,DE,5,16575
Aurich,53.46919,7.48232,DE,6,40319
Augsburg,48.37154,10.89851,DE,2,259196
Auerbach,50.51155,12.40083,DE,13,21358
Aue,50.59034,12.70657,DE,13,18554
Attendorn,51.12645,7.90333,DE,7,24773
Aschersleben,51.75742,11.46084,DE,14,24892
Ascheberg,51.78333,7.61667,DE,7,15184
Aschaffenburg,49.97704,9.15214,DE,2,68551
Bad Arolsen,51.37982,9.01445,DE,5,16854
Arnstadt,50.84048,10.95198,DE,15,25678
Arnsberg,51.38333,8.08333,DE,7,76612
Apolda,51.02624,11.51638,DE,15,24793
Ansbach,49.30481,10.5931,DE,2,31839
Annaberg-Buchholz,50.57953,13.00627,DE,13,23092
Angermunde,53.01499,13.99924,DE,11,15453
Andernach,50.43109,7.40425,DE,8,29599
Amberg,49.44287,11.86267,DE,2,44737
Alzey,49.74657,8.11513,DE,8,18241
Alzenau in Unterfranken,50.0888,9.06455,DE,2,18932
Altglienicke,52.41116,13.5355,DE,16,26426
Altenburg,50.98763,12.43684,DE,15,38568
Altena,51.29472,7.67337,DE,7,20862
Altdorf,49.3856,11.3573,DE,2,15312
Alsfeld,50.75185,9.27082,DE,5,17771
Alsdorf,50.87673,6.16399,DE,7,46340
Alfter,50.73333,7.01667,DE,7,21814
Alfeld,51.98382,9.81989,DE,6,19138
Albstadt,48.21644,9.02596,DE,1,46664
Aichach,48.45755,11.13413,DE,2,21042
Ahrensburg,53.67515,10.22593,DE,10,30103
Ahlen,51.76338,7.8887,DE,7,55280
Ahaus,52.07936,7.01344,DE,7,38165
Adlershof,52.43548,13.54825,DE,16,15294
Achim,53.01416,9.0263,DE,6,30013
Achern,48.63115,8.07607,DE,1,24478
Aalen,48.83777,10.0933,DE,1,67085
Vellmar,51.35806,9.47974,DE,5,18623
Rehlingen-Siersburg,49.36667,6.68333,DE,9,15871
Henstedt-Ulzburg,53.79132,9.97979,DE,10,26083
Aachen,50.77664,6.08342,DE,7,265208
Morfelden-Walldorf,49.99472,8.58361,DE,5,32753
Riedstadt,49.83411,8.49621,DE,5,21362
Lauda-Konigshofen,49.56526,9.70816,DE,1,15278
Filderstadt,48.65698,9.22049,DE,1,43550
Ostfildern,48.72704,9.24954,DE,1,33598
Rodgau,50.02627,8.88588,DE,5,43315
Gropiusstadt,52.425,13.46667,DE,16,36052
Seeheim-Jugenheim,49.765,8.65194,DE,5,16395
Charlottenburg-Nord,52.53048,13.29371,DE,16,17942
Mitte,52.52003,13.40489,DE,16,81205
Spremberg,51.56971,14.37355,DE,11,26348
Rheinstetten,48.9685,8.30704,DE,1,20378
Altstadt Sud,50.93331,6.95954,DE,7,27515
Altstadt Nord,50.93893,6.95752,DE,7,17922
Neuehrenfeld,50.95753,6.93611,DE,7,23621
Bilderstoeckchen,50.96983,6.92997,DE,7,15430
Stuttgart-Ost,48.78363,9.21032,DE,1,47500
Bochum-Hordel,51.50168,7.1756,DE,7,380000
St. Pauli,53.557,9.964,DE,4,27612
Eidelstedt,53.60697,9.90538,DE,4,30100
Halle Neustadt,51.47924,11.91605,DE,14,240000
Bergedorf,53.48462,10.22904,DE,4,119665
Spandau,52.5511,13.19921,DE,16,34506
Berlin Schoeneberg,52.48388,13.3477,DE,16,116286
Berlin Treptow,52.49376,13.44469,DE,16,50000
Niederrad,50.08309,8.62852,DE,5,22370
Haselbachtal,51.2357,14.02576,DE,13,0
Barmbek-Nord,53.6052,10.03988,DE,4,40261
Farmsen-Berne,53.60639,10.11972,DE,4,33315
Falkenhagener Feld,52.55191,13.16802,DE,16,35742
Neu-Hohenschoenhausen,52.56681,13.51255,DE,16,53374
Alt-Hohenschoenhausen,52.54608,13.5013,DE,16,42609
Fennpfuhl,52.52921,13.47267,DE,16,31529
Hamburg-Nord,53.58935,9.984,DE,4,280000
Burg Unter-Falkenstein,47.7044,12.10466,DE,2,0
Neustadt/Nord,50.949,6.9479,DE,7,28146
Neustadt/Sued,50.92509,6.94762,DE,7,37939
Kalk,50.94013,7.00605,DE,7,22802
Muelheim,50.96639,7.00384,DE,7,41711
Gartenstadt,49.45937,8.40377,DE,8,17745
Tadjoura,11.78528,42.88444,DJ,5,22193
Obock,11.96306,43.29056,DJ,4,17776
Djibouti,11.58901,43.14503,DJ,7,623891
Danan,11.18333,42.93333,DJ,1,40074
'Ali Sabieh,11.15583,42.7125,DJ,1,40074
Viborg,56.45319,9.40201,DK,18,34831
Vejle,55.70927,9.5357,DK,21,51177
Vanlose,55.68361,12.48713,DK,17,37115
Taastrup,55.65173,12.29216,DK,17,30977
Svendborg,55.05982,10.60677,DK,21,27553
Stenlose,55.76828,12.19723,DK,17,19998
Sonderborg,54.90926,9.80737,DK,21,27033
Slagelse,55.40276,11.35459,DK,20,31896
Skive,56.56381,9.04025,DK,18,20815
Silkeborg,56.1697,9.54508,DK,18,41674
Roskilde,55.64152,12.08035,DK,20,44285
Rodovre,55.68062,12.45373,DK,17,30000
Ringsted,55.4426,11.79011,DK,20,20188
Randers,56.4607,10.03639,DK,18,55780
Odense,55.39594,10.38831,DK,21,145931
Nykobing Falster,54.76906,11.87425,DK,20,16807
Nyborg,55.31274,10.78964,DK,21,15826
Naestved,55.22992,11.76092,DK,20,40660
Lillerod,55.87496,12.34579,DK,17,15359
Korsor,55.32993,11.13857,DK,20,15029
Koge,55.45802,12.18214,DK,20,33885
Copenhagen,55.67594,12.56553,DK,17,1153615
Kolding,55.4904,9.47216,DK,21,55363
Kalundborg,55.67954,11.08864,DK,20,15939
Ishoj,55.61543,12.35182,DK,17,19453
Hvidovre,55.65719,12.47364,DK,17,49380
Horsens,55.86066,9.85034,DK,18,50074
Horsholm,55.88098,12.50111,DK,17,36670
Holstebro,56.36009,8.61607,DK,18,32072
Holbaek,55.71354,11.7169,DK,20,24544
Hjorring,57.46417,9.98229,DK,19,24634
Hillerod,55.92791,12.30081,DK,17,30853
Herning,56.13932,8.97378,DK,18,44763
Helsingor,56.03606,12.6136,DK,17,35048
Haderslev,55.25377,9.48982,DK,21,20825
Greve,55.58333,12.3,DK,20,47671
Glostrup,55.6666,12.40377,DK,17,20673
Frederikshavn,57.44073,10.53661,DK,19,24103
Frederiksberg,55.67938,12.53463,DK,17,95029
Fredericia,55.56568,9.75257,DK,21,36946
Farum,55.80858,12.36066,DK,17,18376
Esbjerg,55.47028,8.45187,DK,21,72205
Charlottenlund,55.75367,12.59181,DK,17,40000
Birkerod,55.84759,12.42791,DK,17,18901
Ballerup,55.73165,12.36328,DK,17,40000
Arhus,56.15674,10.21076,DK,18,237551
Aalborg,57.048,9.9187,DK,19,122219
Albertslund,55.65691,12.36381,DK,17,30000
Aabenraa,55.04434,9.41741,DK,21,16344
Roseau,15.30174,-61.38808,DM,4,16571
Villa Francisca,18.46667,-69.9,DO,34,50185
Villa Consuelo,18.48333,-69.9,DO,34,28621
Villa Bisono,19.56378,-70.87582,DO,25,33137
Villa Altagracia,18.67297,-70.17095,DO,33,40027
Tamboril,19.48538,-70.61104,DO,25,23304
Santo Domingo,18.50012,-69.98857,DO,34,2201941
Santiago de los Caballeros,19.4517,-70.69703,DO,25,1200000
Santa Cruz de El Seibo,18.76559,-69.03886,DO,28,23547
Santa Cruz de Barahona,18.20854,-71.10077,DO,3,77160
San Pedro de Macoris,18.46156,-69.29718,DO,24,217899
San Juan de la Maguana,18.80588,-71.22991,DO,23,72950
San Jose de Ocoa,18.54661,-70.50631,DO,36,21148
San Francisco de Macoris,19.30099,-70.25259,DO,6,124763
San Fernando de Monte Cristi,19.84826,-71.64597,DO,15,17001
Puerto Plata,19.79344,-70.6884,DO,18,146000
Salvaleon de Higuey,18.61501,-68.70798,DO,10,123787
Salcedo,19.37762,-70.41762,DO,19,45299
Sabaneta,19.47793,-71.34125,DO,26,16380
Sabana Grande de Boya,18.94498,-69.79331,DO,32,16834
Rio Grande,19.66667,-70.76667,DO,18,20154
Quisqueya,18.55542,-69.40814,DO,24,17694
Punta Cana,18.58182,-68.40431,DO,10,100023
Neiba,18.48137,-71.41965,DO,2,18670
Nagua,19.3832,-69.8474,DO,14,33862
Monte Plata,18.807,-69.78399,DO,32,15532
Moca,19.39352,-70.52598,DO,8,61834
Mao,19.55186,-71.07813,DO,27,48297
Las Matas de Farfan,18.87309,-71.51656,DO,23,21802
La Romana,18.42733,-68.97285,DO,12,208437
Jarabacoa,19.11683,-70.63595,DO,30,29983
Hato Mayor del Rey,18.76278,-69.25681,DO,29,35999
Esperanza,19.58469,-70.98489,DO,27,42169
Dajabon,19.54878,-71.70829,DO,4,16398
Cotui,19.05272,-70.14939,DO,21,41641
Constanza,18.90919,-70.74499,DO,30,29481
Concepcion de La Vega,19.22207,-70.52956,DO,30,102426
Ciudad Nueva,18.46667,-69.9,DO,34,18756
Bonao,18.93687,-70.40923,DO,31,73269
Boca Chica,18.45,-69.6,DO,37,46300
San Cristobal,18.41667,-70.1,DO,33,154040
Bella Vista,18.45539,-69.9454,DO,34,175683
Bayaguana,18.75031,-69.63525,DO,32,21055
Bani,18.27964,-70.33185,DO,35,66709
Bajos de Haina,18.41538,-70.03317,DO,33,66784
Azua,18.45319,-70.7349,DO,1,59139
Santo Domingo Oeste,18.5,-70,DO,37,701269
Boumerdas,36.76639,3.47717,DZ,40,786499
Zeribet el Oued,34.68284,6.51109,DZ,19,23187
Zeralda,36.71169,2.84244,DZ,55,17563
Zemoura,35.72251,0.75509,DZ,51,21770
Touggourt,33.10527,6.05796,DZ,50,49044
Tolga,34.72224,5.37845,DZ,19,68246
Tlemcen,34.87833,-1.315,DZ,15,132341
Tizi Rached,36.67176,4.19176,DZ,14,17872
Tizi Ouzou,36.71182,4.04591,DZ,14,144000
Tizi-n-Tleta,36.54569,4.05712,DZ,14,22404
Tizi Gheniff,36.58839,3.77445,DZ,40,27974
Tissemsilt,35.60722,1.81081,DZ,56,61155
Tirmitine,36.65393,3.98143,DZ,14,26261
Tipasa,36.58972,2.4475,DZ,55,25225
Tindouf,27.67111,-8.14743,DZ,54,45966
Timizart,36.8,4.26667,DZ,14,41158
Timimoun,29.26388,0.23098,DZ,34,49237
el hed,36.65,4.77361,DZ,18,31890
Tiaret,35.37103,1.31699,DZ,13,178915
Theniet el Had,35.87111,2.02806,DZ,35,27687
Thenia,36.72544,3.55665,DZ,40,16180
Telerghma,36.11653,6.35434,DZ,48,51708
Tebessa,35.40417,8.12417,DZ,33,634332
Tebesbest,33.11667,6.08333,DZ,50,41091
Tazoult-Lambese,35.48171,6.26074,DZ,3,41636
Tamanrasset,22.785,5.52278,DZ,53,73128
Tamalous,36.83763,6.64018,DZ,31,32579
Tadmait,36.74413,3.90045,DZ,40,20952
Sour el Ghozlane,36.14766,3.69123,DZ,21,50204
Souma,36.51833,2.90528,DZ,20,40745
Lardjem,35.74922,1.54778,DZ,56,30000
Souk Ahras,36.28639,7.95111,DZ,52,156745
Sougueur,35.18568,1.49612,DZ,13,68654
Skikda,36.87617,6.90921,DZ,31,162702
Sig,35.52832,-0.19369,DZ,26,58877
Sidi Okba,34.74512,5.89833,DZ,19,34985
Sidi Moussa,36.60637,3.08783,DZ,20,57928
Sidi Merouane,36.52056,6.26111,DZ,48,25129
Sidi Khaled,34.387,4.98785,DZ,19,64476
Sidi ech Chahmi,35.65903,-0.52168,DZ,9,35512
Sidi Bel Abbes,35.18994,-0.63085,DZ,30,191769
Sidi Amrane,33.49885,6.00803,DZ,50,29734
Sidi Akkacha,36.46472,1.30258,DZ,41,26558
Sidi Aissa,35.88548,3.77236,DZ,27,69740
Sidi Abdelli,35.06937,-1.13706,DZ,15,23543
Sfizef,35.23464,-0.24435,DZ,30,31081
Setif,36.19112,5.41373,DZ,12,288461
Sedrata,36.12868,7.53376,DZ,52,53318
Seddouk,36.54722,4.68611,DZ,18,19884
Sebdou,34.63703,-1.33143,DZ,15,41146
Saoula,36.70456,3.02462,DZ,55,16812
Salah Bey,35.85451,5.29053,DZ,12,23339
Saida,34.83033,0.15171,DZ,10,127497
Rouissat,31.92427,5.35018,DZ,50,80784
Rouiba,36.73829,3.28079,DZ,1,20742
Rouached,36.45774,6.04267,DZ,48,40263
Robbah,33.27967,6.90984,DZ,43,30446
Remchi,35.06196,-1.43362,DZ,15,51224
Relizane,35.73734,0.55599,DZ,51,130094
Reguiba,33.56391,6.70326,DZ,43,62185
Reghaia,36.73587,3.34018,DZ,40,54962
Reggane,26.71576,0.1714,DZ,34,32974
Ras el Oued,35.9441,5.03107,DZ,39,56726
Ras el Aioun,35.67384,5.6453,DZ,3,34167
Oum el Bouaghi,35.87541,7.11353,DZ,29,100821
Ouled Mimoun,34.90472,-1.03394,DZ,15,33888
Oued Sly,36.10124,1.19949,DZ,41,30504
Oued Rhiou,35.96124,0.91896,DZ,51,59864
Oued Fodda,36.18503,1.53299,DZ,41,44523
Oued el Alleug,36.55528,2.79028,DZ,55,21146
Oued el Abtal,35.45595,0.68778,DZ,26,22819
Ouargla,31.94932,5.32502,DZ,50,129402
Oran,35.69111,-0.64167,DZ,9,645984
Nedroma,35.01361,-1.74799,DZ,15,36995
Naciria,36.74625,3.83163,DZ,40,15387
M'Sila,35.70583,4.54194,DZ,27,100000
Mouzaia,36.46695,2.68991,DZ,55,32981
Mostaganem,35.93115,0.08918,DZ,7,130000
Mila,36.45028,6.26444,DZ,48,68831
Metlili Chaamba,32.26667,3.63333,DZ,45,50117
Messaad,34.15429,3.50309,DZ,22,99485
Meskiana,35.63058,7.66606,DZ,29,30071
Mers el Kebir,35.7279,-0.7081,DZ,9,20178
Merouana,35.63106,5.91186,DZ,3,47646
Melouza,35.97999,4.18665,DZ,39,25701
Mekla,36.68178,4.26378,DZ,14,29560
Mehdia,35.43058,1.75714,DZ,13,39271
Megarine,33.19195,6.08695,DZ,50,31711
Meftah,36.6204,3.22248,DZ,20,59990
Medea,36.26417,2.75393,DZ,6,147707
Mazouna,36.12232,0.89865,DZ,51,22366
Mascara,35.39664,0.14027,DZ,26,150000
Mansourah,36.08725,4.45192,DZ,39,22117
Mansoura,34.86158,-1.33935,DZ,15,52285
Makouda,36.78567,4.06273,DZ,40,34515
L'Arbaa Nait Irathen,36.63112,4.19864,DZ,14,30609
Larbaa,36.56471,3.15434,DZ,3,69298
Lakhdaria,36.56463,3.5933,DZ,21,56719
Laghouat,33.8,2.86514,DZ,25,113872
Ksar el Boukhari,35.88889,2.74905,DZ,6,77166
Ksar Chellala,35.21222,2.31889,DZ,13,58478
Kolea,36.63888,2.76845,DZ,55,31816
Khenchela,35.43583,7.14333,DZ,47,117000
Khemis Miliana,36.26104,2.22015,DZ,35,75865
Khemis el Khechna,36.64997,3.3308,DZ,40,49757
Kerkera,36.92917,6.58556,DZ,31,46747
Jijel,36.82055,5.76671,DZ,24,148000
Djidiouia,35.92989,0.82871,DZ,51,31996
Isser,36.71859,3.66924,DZ,40,17953
I-n-Salah,27.19351,2.46069,DZ,53,49223
Ighram,36.46295,4.50532,DZ,14,15030
Hennaya,34.95139,-1.36806,DZ,15,41959
Heliopolis,36.50361,7.44278,DZ,23,40139
Hassi Messaoud,31.68041,6.07286,DZ,50,53000
Hammamet,35.44862,7.95184,DZ,33,28536
Hammam Bou Hadjar,35.37889,-0.96778,DZ,36,35896
Hamma Bouziane,36.41205,6.59603,DZ,4,63012
Hadjout,36.51257,2.41382,DZ,55,27549
Guelma,36.46214,7.42608,DZ,23,123590
Ghardaia,32.49094,3.67347,DZ,45,93423
Frenda,35.06544,1.04945,DZ,13,63319
Freha,36.75234,4.3155,DZ,14,31068
Feraoun,36.56041,4.85454,DZ,18,21700
Es Senia,35.64779,-0.62397,DZ,9,68084
El Tarf,36.7672,8.31377,DZ,44,20300
El Oued,33.35608,6.86319,DZ,43,134699
El Malah,35.39137,-1.09238,DZ,36,19415
El Kseur,36.67942,4.8555,DZ,18,26050
El Khroub,36.26333,6.69361,DZ,4,83746
El Kala,36.89556,8.44333,DZ,44,35449
El Idrissia,34.44542,2.52749,DZ,22,38714
El Hadjira,32.61336,5.51259,DZ,50,39744
El Hadjar,36.80377,7.73684,DZ,37,46656
El Eulma,36.15281,5.69016,DZ,12,128351
El Bayadh,33.68318,1.01927,DZ,42,64632
El Attaf,36.22393,1.67187,DZ,35,43837
Chlef,36.16525,1.33452,DZ,41,178616
El Aouinet,35.86691,7.88673,DZ,29,32971
El Amria,35.52439,-1.01577,DZ,36,26407
El Affroun,36.4701,2.62528,DZ,55,42627
El Achir,36.06386,4.62744,DZ,39,158333
El Abiodh Sidi Cheikh,32.893,0.54839,DZ,42,39283
El Abadia,36.26951,1.68609,DZ,35,28724
Ech Chettia,36.19591,1.25537,DZ,41,167955
Drean,36.68482,7.75111,DZ,37,55147
Draa el Mizan,36.53628,3.8334,DZ,21,41263
Draa Ben Khedda,36.73436,3.96223,DZ,40,37443
Douera,36.67,2.94444,DZ,55,26926
Djelfa,34.67279,3.263,DZ,22,154265
Djamaa,33.53388,5.99306,DZ,50,52882
Didouche Mourad,36.4525,6.63639,DZ,4,25764
Dellys,36.91716,3.91311,DZ,40,26384
Debila,33.51667,6.95,DZ,43,36834
Dar el Beida,36.71333,3.2125,DZ,1,37311
Dar Chioukh,34.89638,3.48543,DZ,22,54022
Constantine,36.365,6.61472,DZ,4,450097
Chorfa,36.36505,4.32636,DZ,21,20556
Chiffa,36.46293,2.73873,DZ,20,23218
Chetouane,34.92129,-1.29512,DZ,15,39913
Cheria,35.27306,7.75194,DZ,33,72095
Cheraga,36.76775,2.95924,DZ,55,27835
Chemini,36.6,4.61667,DZ,14,21585
Chelghoum el Aid,36.16286,6.16651,DZ,48,71660
Chebli,36.57722,3.00917,DZ,20,19901
Charef,34.62098,2.79503,DZ,22,27700
Chabet el Ameur,36.63709,3.69474,DZ,40,19522
Brezina,33.09892,1.26082,DZ,42,19084
Bou Tlelis,35.57272,-0.8996,DZ,9,26144
Boumahra Ahmed,36.45833,7.51389,DZ,23,23022
Boukadir,36.06629,1.12602,DZ,41,26662
Bou Ismail,36.64262,2.69007,DZ,55,22411
Bouira,36.37489,3.902,DZ,21,52500
Bouinan,36.53167,2.99194,DZ,20,30271
Bou Hanifia el Hamamat,35.31473,-0.05037,DZ,26,27576
Bougara,36.54178,3.081,DZ,20,63155
Bougaa,36.33293,5.08843,DZ,12,38597
Boufarik,36.57413,2.91214,DZ,20,59742
Boudouaou,36.72735,3.40995,DZ,40,45153
Boudjima,36.80218,4.15187,DZ,14,20557
Bou Arfa,36.46298,2.81464,DZ,20,44143
Bordj Zemoura,36.27462,4.85668,DZ,39,19782
Bordj Ghdir,35.90111,4.89806,DZ,39,34136
Bordj el Kiffan,36.74871,3.19249,DZ,1,123246
Bordj Bou Arreridj,36.07321,4.76108,DZ,39,168346
Boghni,36.54222,3.95306,DZ,14,54666
Blida,36.47004,2.8277,DZ,20,182447
Biskra,34.85038,5.72805,DZ,19,307987
Birkhadem,36.71499,3.05002,DZ,1,71722
Birine,35.635,3.225,DZ,22,51209
Bir el Djir,35.72,-0.545,DZ,9,68032
Bir el Ater,34.74488,8.06024,DZ,33,68703
Besbes,36.70222,7.84722,DZ,44,66287
Berrouaghia,36.13516,2.91085,DZ,6,80573
Berriane,32.82648,3.76689,DZ,45,44580
Berrahal,36.83528,7.45333,DZ,37,19294
Bensekrane,35.07465,-1.22431,DZ,15,21283
Ben Mehidi,36.76967,7.90641,DZ,44,28398
Beni Saf,35.30099,-1.38226,DZ,36,46382
Beni Mester,34.87045,-1.42319,DZ,15,19808
Beni Mered,36.52389,2.86131,DZ,20,92749
Beni Douala,36.61954,4.08282,DZ,14,33611
Beni Amrane,36.66774,3.59115,DZ,40,18414
Bejaia,36.75587,5.08433,DZ,18,164103
Bechar,31.61667,-2.21667,DZ,38,143382
Batna,35.55597,6.17414,DZ,3,280798
Barika,35.38901,5.36584,DZ,3,98846
Barbacha,36.56667,4.96667,DZ,18,31983
Baraki,36.66655,3.09606,DZ,55,105402
Bab Ezzouar,36.72615,3.18291,DZ,1,275630
Azzaba,36.73944,7.10528,DZ,31,75317
Azazga,36.74472,4.37222,DZ,14,40623
Arris,35.25881,6.34706,DZ,3,36641
Arhribs,36.79361,4.31158,DZ,14,23958
Arbatache,36.63773,3.37127,DZ,40,17481
Aoulef,26.96667,1.08333,DZ,34,24812
Annaba,36.9,7.76667,DZ,37,206570
Ammi Moussa,35.86781,1.11143,DZ,51,23001
Amizour,36.64022,4.90131,DZ,18,25825
Algiers,36.7525,3.04197,DZ,1,1977663
Akbou,36.4575,4.53494,DZ,18,66654
Ain Touta,35.37675,5.90001,DZ,3,72280
Ain Temouchent,35.29749,-1.14037,DZ,36,57354
Ain Taya,36.79333,3.28694,DZ,1,21815
Ain Smara,36.2674,6.50135,DZ,4,28968
Ain Sefra,32.75,-0.58333,DZ,49,63420
Ain Oussera,35.45139,2.90583,DZ,22,118687
'Ain Merane,36.16277,0.97037,DZ,51,34413
Ain Kercha,35.92472,6.69528,DZ,29,32497
Ain Fakroun,35.97108,6.87374,DZ,29,68433
'Ain el Turk,35.74381,-0.7693,DZ,9,45323
'Ain el Melh,34.84146,4.16383,DZ,27,39798
'Ain el Hammam,36.56471,4.30619,DZ,14,28029
`Ain el Hadjel,35.67003,3.88153,DZ,27,42527
Ain el Bya,35.80389,-0.30178,DZ,9,37241
'Ain el Berd,35.36395,-0.51279,DZ,30,16548
'Ain el Bell,34.34381,3.22475,DZ,22,31916
'Ain Deheb,34.84218,1.54697,DZ,13,36146
Ain Defla,36.26405,1.9679,DZ,35,52276
Ain Bessem,36.29333,3.67319,DZ,21,29461
'Ain Benian,36.80277,2.92185,DZ,55,31102
Ain Beida,35.79639,7.39278,DZ,29,105765
Ain Arnat,36.18683,5.31347,DZ,12,35088
'Ain Abid,36.23194,6.94333,DZ,4,29486
Aflou,34.11279,2.10228,DZ,25,84683
Adrar,27.87429,-0.29388,DZ,34,43903
Abou el Hassan,36.41657,1.19616,DZ,41,24022
BABOR - VILLE,36.48994,5.5393,DZ,12,33000
Zamora,-4.06685,-78.95488,EC,20,15276
Yaguachi Nuevo,-2.0968,-79.69485,EC,10,27947
Vinces,-1.55611,-79.75191,EC,13,32497
Ventanas,-1.44158,-79.45943,EC,13,46708
Velasco Ibarra,-1.04376,-79.63837,EC,10,48754
Tulcan,0.81187,-77.71727,EC,5,86498
Tena,-0.9938,-77.81286,EC,23,17172
Sucre,-1.27974,-80.41885,EC,14,15286
Santo Domingo de los Colorados,-0.25305,-79.17536,EC,26,200421
Santa Rosa,-3.44882,-79.95952,EC,8,41816
Santa Elena,-2.22622,-80.85873,EC,25,42214
San Lorenzo de Esmeraldas,1.28626,-78.83514,EC,9,20209
San Gabriel,0.59318,-77.83078,EC,5,15112
Samborondon,-1.96276,-79.72402,EC,10,24118
Salinas,-2.21452,-80.95151,EC,25,43862
Rosa Zarate,0.32779,-79.47407,EC,9,42121
Riobamba,-1.67098,-78.64712,EC,6,124478
Quito,-0.22985,-78.52495,EC,18,1399814
Quevedo,-1.02863,-79.46352,EC,13,119436
Puyo,-1.48369,-78.00257,EC,17,24881
Pujili,-0.95759,-78.69636,EC,7,16168
Puerto Francisco de Orellana,-0.46645,-76.98719,EC,24,48144
Portoviejo,-1.05458,-80.45445,EC,14,170326
