Name,Lat,Lon,country,state,Population
Frontera Comalapa,15.66046,-92.14282,MX,5,18704
Frontera,18.54326,-92.6453,MX,27,22621
Fortin de las Flores,18.90806,-97,MX,30,21370
Felipe Carrillo Puerto,19.5775,-88.04529,MX,23,23109
Escarcega,18.60891,-90.74544,MX,4,28159
Emiliano Zapata,18.83677,-99.18207,MX,17,37724
Emiliano Zapata,17.74058,-91.76635,MX,5,18608
Ciudad Mante,22.74304,-98.9739,MX,28,79981
Ecatepec,19.61725,-99.06601,MX,15,1806226
Cunduacan,18.06557,-93.17302,MX,27,17904
Cuernavaca,18.9261,-99.23075,MX,17,343769
Cuautlancingo,19.08912,-98.27137,MX,21,17729
Cuautla Morelos,18.80459,-98.94555,MX,17,146178
Cuautitlan,19.67029,-99.17865,MX,15,84737
Cuautepec de Hinojosa,20.03557,-98.31015,MX,13,16543
Cuajimalpa,19.35993,-99.29388,MX,9,173625
San Miguel de Cozumel,20.501,-86.94598,MX,23,73934
Coyotepec,19.77722,-99.21295,MX,17,35793
Coyoacan,19.3467,-99.16174,MX,9,628063
Cosoleacaque,17.99794,-94.63542,MX,30,20371
Cosamaloapan de Carpio,18.36759,-95.79857,MX,30,28768
Cordoba,18.8842,-96.92559,MX,30,134403
San Bernardino Contla,19.32932,-98.1664,MX,29,24569
Comitan,16.24471,-92.13425,MX,5,79944
Comalcalco,18.26316,-93.22397,MX,27,40992
Coatzintla,20.48699,-97.46823,MX,30,30607
Coatzacoalcos,18.13346,-94.44242,MX,30,230717
Coatepec,19.45229,-96.96148,MX,30,48453
Coacalco,19.63453,-99.1005,MX,15,313405
Ciudad Victoria,23.74174,-99.14599,MX,28,269923
Ciudad Valles,21.98333,-99.01667,MX,24,109504
Ciudad Serdan,18.9894,-97.44702,MX,21,22128
Ciudad Sahagun,19.77557,-98.57471,MX,13,28647
Ciudad Nezahualcoyotl,19.40061,-99.01483,MX,15,1232220
Ciudad Miguel Aleman,26.39952,-99.02836,MX,28,19857
Ciudad Mendoza,18.80615,-97.17777,MX,30,35546
Ciudad Madero,22.27228,-97.83623,MX,28,192736
Ciudad Fernandez,21.94037,-100.0117,MX,24,29671
Mexico City,19.42847,-99.12766,MX,9,12294193
Ciudad del Carmen,18.64592,-91.82991,MX,4,141308
Cintalapa de Figueroa,16.68393,-93.71814,MX,5,33464
Cholula,19.06406,-98.30352,MX,21,151667
Chilpancingo de los Bravos,17.5506,-99.50578,MX,12,165250
Chilapa de Alvarez,17.59459,-99.17639,MX,12,23665
Chignahuapan,19.83866,-98.03171,MX,21,16138
Chiconcuac,19.55939,-98.89884,MX,15,19047
San Vicente Chicoloapan,19.41687,-98.90202,MX,15,84440
Chichen-Itza,20.66667,-88.56667,MX,31,18000
Chiautla,19.54895,-98.88236,MX,15,73696
Chiapa de Corzo,16.7077,-93.01184,MX,5,32182
Chetumal,18.51413,-88.30381,MX,23,134412
Champoton,19.34441,-90.72576,MX,4,24809
Chalco de Diaz Covarrubias,19.26174,-98.89775,MX,15,163996
Cerro Azul,21.192,-97.74088,MX,30,19632
Catemaco,18.42131,-95.11398,MX,30,24257
Carlos A. Carrillo,18.37477,-95.75444,MX,30,17990
Cardenas,22.00144,-99.64247,MX,24,15331
Cardenas,18.00135,-93.37559,MX,27,85350
Capulhuac,19.19354,-99.46585,MX,17,20517
Cancun,21.17429,-86.84656,MX,23,542043
Campeche,19.83803,-90.5277,MX,4,205212
Calpulalpan,19.58867,-98.56972,MX,13,29320
Cadereyta,25.58333,-99.98333,MX,19,67994
Berriozabal,16.79853,-93.27163,MX,5,20952
Banderilla,19.58893,-96.93727,MX,30,15757
Azcapotzalco,19.48698,-99.18594,MX,9,425298
Axochiapan,18.50307,-98.75219,MX,17,17568
Atlixco,18.90815,-98.43613,MX,21,85891
Atlacomulco,19.80038,-99.87376,MX,15,22247
Ciudad Lopez Mateos,19.58547,-99.26035,MX,15,521034
Apizaco,19.41333,-98.14358,MX,29,46459
Apan,19.71128,-98.45086,MX,13,26385
Amozoc de Mota,19.04611,-98.045,MX,21,77106
Amecameca de Juarez,19.12384,-98.76649,MX,15,31718
Heroica Alvarado,18.77143,-95.76181,MX,30,21518
Altotonga,19.76613,-97.24514,MX,30,15800
Altepexi,18.36886,-97.29832,MX,21,16587
Altamira,22.39215,-97.93867,MX,28,54954
Allende,18.15514,-94.39289,MX,30,21398
Alamo,20.91063,-97.67485,MX,30,22740
Ajalpan,18.37831,-97.25767,MX,21,24218
Agua Dulce,18.13909,-94.14527,MX,30,36119
Actopan,20.26961,-98.94377,MX,13,26705
Acayucan,17.94885,-94.91399,MX,30,46990
Acatzingo de Hidalgo,18.98036,-97.78473,MX,21,22386
Acatlan de Osorio,18.2025,-98.04864,MX,21,16292
Acapulco de Juarez,16.86336,-99.8901,MX,12,652136
Acajete,19.10412,-97.95104,MX,21,18068
San Antonio de la Cal,17.02833,-96.70056,MX,20,20198
Hidalgo,25.8579,-99.61898,MX,19,15227
Rio de Teapa,17.78282,-92.90042,MX,27,26500
Huamantla,19.31491,-97.92321,MX,29,45903
Zacatelco,19.21583,-98.23972,MX,29,38466
Tlaxcala de Xicohtencatl,19.31905,-98.19982,MX,29,84670
Papalotla,19.16861,-98.20389,MX,29,22969
Vicente Guerrero,19.12516,-98.16192,MX,29,52591
Tonala,16.0887,-93.75588,MX,5,32855
Arriaga,16.2375,-93.90184,MX,5,22820
San Andres Cholula,19.05,-98.3,MX,21,80118
Tampico,22.25528,-97.86861,MX,28,297284
Alto Lucero,20.95361,-97.44194,MX,30,15011
San Mateo Otzacatipan,19.33273,-99.60345,MX,17,18823
Santa Maria Totoltepec,19.30653,-99.59279,MX,15,18779
San Lorenzo Acopilco,19.32889,-99.32556,MX,9,23037
Benito Juarez,19.3984,-99.15766,MX,9,355017
Venustiano Carranza,19.44286,-99.09724,MX,9,447459
Miguel Hidalgo,19.43471,-99.20091,MX,9,353534
Cuauhtemoc,19.44506,-99.14612,MX,9,521348
Huixquilucan,19.35985,-99.35016,MX,15,124846
Melchor Ocampo,19.70246,-99.1438,MX,15,34489
Huilango,19.68056,-99.25639,MX,15,17399
Santiago Teyahualco,19.65791,-99.1234,MX,15,41757
Ojo de Agua,19.68028,-99.01,MX,15,242272
Buenavista,19.60833,-99.16944,MX,15,206081
Miguel Aleman (La Doce),28.84028,-111.4775,MX,26,30869
Leyva Solano,25.66163,-108.637,MX,25,27536
Cihuatlan,19.2366,-104.56512,MX,14,16520
Guadalupe Victoria,32.28924,-115.10534,MX,2,18244
Ixtapa-Zihuatanejo,17.64344,-101.55212,MX,12,61308
Zapotlanejo,20.62248,-103.06766,MX,14,29055
Zapotiltic,19.62749,-103.41752,MX,14,22199
Zapopan,20.72356,-103.38479,MX,14,987516
Zamora,19.9855,-102.28387,MX,16,124916
Zacoalco de Torres,20.22816,-103.5687,MX,14,16468
Zacatecas,22.76843,-102.58141,MX,32,118562
Zacapu,19.81389,-101.79041,MX,16,50112
Yuriria,20.21081,-101.13212,MX,11,21775
Yurecuaro,20.33738,-102.28342,MX,16,23843
Villagran,20.51452,-100.99745,MX,11,24155
Ciudad Frontera,26.92814,-101.45212,MX,7,64976
Garcia,25.81147,-100.5941,MX,19,26950
Ciudad de Villa de Alvarez,19.26722,-103.73778,MX,8,117600
Valle de Santiago,20.39321,-101.18917,MX,11,60528
Valle de Bravo,19.19387,-100.13394,MX,15,28280
Uruapan,19.41116,-102.05644,MX,16,237308
Uriangato,20.14085,-101.18251,MX,11,49745
Tuxpan,19.55555,-103.37587,MX,14,32462
Torreon,25.54389,-103.41898,MX,7,524066
Tonala,20.62445,-103.23423,MX,14,401509
Tlaquepaque,20.64091,-103.29327,MX,14,493646
Tlajomulco de Zuniga,20.47421,-103.44654,MX,14,17025
Tijuana,32.5027,-117.00371,MX,2,1376457
Tesistan,20.80051,-103.46993,MX,14,29253
Tequila,20.88197,-103.83569,MX,14,25283
Tepic,21.50951,-104.89569,MX,18,280592
Tepatitlan de Morelos,20.81692,-102.76347,MX,14,83694
Tepalcatepec,19.18666,-102.8493,MX,16,15281
Teocaltiche,21.43421,-102.57449,MX,14,22646
Tejupilco de Hidalgo,18.90475,-100.15275,MX,15,25036
Tecoman,18.91678,-103.87786,MX,8,79579
Tecate,32.56717,-116.62509,MX,2,58300
Tangancicuaro de Arista,19.88733,-102.20636,MX,15,15182
Tamazula de Gordiano,19.68006,-103.2514,MX,14,18397
Tala,20.6536,-103.70092,MX,14,30942
Tacambaro de Codallos,19.23502,-101.45824,MX,16,21059
Sombrerete,23.63466,-103.64244,MX,32,18805
Soledad Diez Gutierrez,22.18778,-100.94192,MX,24,194006
Silao,20.94356,-101.42703,MX,11,65195
Sayula,19.88225,-103.60027,MX,14,25312
Santiago Papasquiaro,25.04389,-105.41917,MX,10,26121
Santiago Ixcuintla,21.81295,-105.20844,MX,18,18365
Santiago,25.42533,-100.15205,MX,19,35968
Santa Rosa Jauregui,20.74122,-100.44843,MX,22,17091
Santa Catarina,25.67325,-100.45813,MX,19,254472
Santa Anita,20.55056,-103.44,MX,14,20320
San Sebastian el Grande,20.51667,-103.41667,MX,14,15465
San Pedro,25.43333,-103.21667,MX,7,41165
San Nicolas de los Garza,25.74167,-100.30222,MX,19,443273
San Miguel el Alto,21.03011,-102.40414,MX,14,22204
San Miguel de Papasquiaro,24.83078,-105.3364,MX,10,22750
San Miguel de Allende,20.91528,-100.74389,MX,11,69811
San Luis Rio Colorado,32.45612,-114.77186,MX,26,139254
San Luis Potosi,22.14982,-100.97916,MX,24,677704
San Luis de la Paz,21.29861,-100.51639,MX,11,49914
San Luis de la Paz,21.29787,-100.51676,MX,12,47321
Cabo San Lucas,22.89088,-109.91238,MX,3,42601
San Juan de los Lagos,21.24891,-102.33184,MX,14,45671
San Jose Iturbide,21.00153,-100.38416,MX,11,16702
San Jose del Cabo,23.05888,-109.69771,MX,3,48518
San Francisco del Rincon,21.01843,-101.85515,MX,11,66949
San Felipe,31.02468,-114.83919,MX,2,15386
San Felipe,21.47777,-101.21593,MX,11,26072
San Buenaventura,27.06193,-101.54891,MX,7,18822
Nicolas R Casillas,20.54638,-103.46622,MX,14,15107
Salvatierra,20.21249,-100.87923,MX,11,32972
Saltillo,25.42321,-101.0053,MX,7,621250
Salamanca,20.57196,-101.19154,MX,11,138614
Sahuayo de Morelos,20.05859,-102.71575,MX,16,58513
Sabinas Hidalgo,26.50358,-100.18187,MX,19,32047
Ciudad Sabinas,27.85591,-101.11738,MX,7,49199
Rosarito,32.36044,-117.04645,MX,2,66020
Romita,20.87127,-101.51683,MX,11,19351
Rio Grande,23.82647,-103.03034,MX,32,29841
Rincon de Romos,22.22819,-102.32216,MX,1,24683
Ramos Arizpe,25.53928,-100.94742,MX,7,38258
Santiago de Queretaro,20.58806,-100.38806,MX,22,626495
Puruandiro,20.08886,-101.51579,MX,15,28350
Puerto Vallarta,20.617,-105.23018,MX,14,187134
Puerto Penasco,31.31716,-113.53799,MX,26,33875
Piedras Negras,28.70007,-100.52353,MX,7,150178
Petatlan,17.53768,-101.26798,MX,12,21038
Penjamo,20.43222,-101.72129,MX,11,33509
Patzcuaro,19.51594,-101.60887,MX,16,49016
Parras de la Fuente,25.44156,-102.1792,MX,7,32253
Paracho de Verduzco,19.64745,-102.04897,MX,16,15965
Palau,27.89232,-101.42319,MX,7,16904
Ojinaga,29.56689,-104.54487,MX,6,22128
Ocotlan,20.3553,-102.77358,MX,14,81527
Nuevo Mexico,20.7565,-103.44297,MX,14,28135
Nuevo Casas Grandes,30.41552,-107.91166,MX,6,51356
Nueva Rosita,27.94028,-101.21812,MX,7,36642
Nueva Italia de Ruiz,19.02492,-102.09318,MX,16,31424
Nochistlan,21.36545,-102.84659,MX,32,15613
Navolato,24.7661,-107.70225,MX,25,28457
Navojoa,27.07015,-109.44391,MX,26,120000
Nava,28.42071,-100.76565,MX,7,18639
Moroleon,20.12571,-101.19208,MX,11,40063
Morelia,19.70078,-101.18443,MX,16,592797
Monterrey,25.67507,-100.31847,MX,19,1122874
Monclova,26.90687,-101.42056,MX,7,195764
Mexicali,32.62781,-115.45446,MX,2,597099
Pedro Meoqui,28.28333,-105.48333,MX,6,21179
Melchor Muzquiz,27.87933,-101.51615,MX,7,32799
Medina,21.14972,-101.6225,MX,11,16166
Mazatlan,23.2329,-106.4062,MX,25,354717
Matehuala,23.64824,-100.64334,MX,24,67717
Matamoros,25.52699,-103.2285,MX,7,104024
Marfil,20.99884,-101.28751,MX,11,15241
Maravatio,19.89167,-100.44229,MX,16,30412
Manzanillo,19.11695,-104.34214,MX,8,110735
Rodolfo Sanchez Taboada,31.72099,-116.57184,MX,2,17861
Magdalena de Kino,30.62789,-110.96203,MX,26,23359
San Pedro Madera,29.19366,-108.14684,MX,6,16087
Los Mochis,25.79535,-108.99244,MX,25,214601
Loreto,22.27248,-101.98898,MX,32,19779
Leon,21.13052,-101.671,MX,11,1114626
Las Pintas de Arriba,20.57376,-103.32345,MX,14,16503
La Piedad Cavadas,20.34763,-102.02806,MX,16,70238
La Paz,24.14437,-110.3005,MX,3,171485
La Orilla,17.99583,-102.22694,MX,16,20126
Lagos de Moreno,21.3559,-101.93399,MX,14,84677
La Cruz,23.92126,-106.8925,MX,25,15500
La Barca,20.29028,-102.54565,MX,14,34449
Santa Cruz de Juventino Rosas,20.64337,-100.99286,MX,11,38198
Jocotepec,20.28527,-103.42897,MX,14,16459
Jiquilpan de Juarez,19.99482,-102.71969,MX,15,25620
Jimenez,28.33333,-105.4,MX,6,31054
Jesus Maria,21.96111,-102.34333,MX,1,43012
Jerez de Garcia Salinas,22.64862,-102.99034,MX,32,43064
Jaral del Progreso,20.37266,-101.06361,MX,11,17748
Jamay,20.29349,-102.70754,MX,14,16310
Jalostotitlan,21.16741,-102.46386,MX,14,22407
Ixtlan del Rio,21.03907,-104.37116,MX,18,21646
Ixtapa,20.71641,-105.20487,MX,14,18717
Irapuato,20.67675,-101.35628,MX,11,339554
Huetamo de Nunez,18.62926,-100.897,MX,16,21899
Huatabampo,26.8261,-109.6422,MX,26,30426
Hidalgo del Parral,26.92961,-105.6662,MX,6,101768
Heroica Zitacuaro,19.43612,-100.35733,MX,16,78950
Nogales,31.30862,-110.94217,MX,26,185882
Heroica Caborca,30.71825,-112.15822,MX,26,52896
Hermosillo,29.1026,-110.97732,MX,26,595811
Heroica Guaymas,27.91928,-110.89755,MX,26,103449
Guasave,25.56745,-108.46756,MX,25,68449
Guanajuato,21.01858,-101.2591,MX,11,78364
Guamuchil,25.46404,-108.08199,MX,25,59276
Guadalupe,25.67678,-100.25646,MX,19,724921
Guadalupe,22.75305,-102.51822,MX,32,94089
Guadalajara,20.66682,-103.39182,MX,14,1640589
Gomez Palacio,25.56985,-103.49588,MX,10,228577
Juan Jose Rios,25.75694,-108.8247,MX,25,26380
General Escobedo,25.79516,-100.31461,MX,19,308206
Garza Garcia,25.65384,-100.37758,MX,19,130646
Fresnillo,23.18126,-102.87136,MX,32,105488
Escuinapa de Hidalgo,22.83253,-105.77539,MX,25,28248
Ensenada,31.86613,-116.59972,MX,2,256565
Encarnacion de Diaz,21.52727,-102.23975,MX,14,21861
Empalme,27.96166,-110.81411,MX,26,38599
Pueblo Nuevo,23.37927,-105.38313,MX,10,19363
El Salto,20.33333,-104.5,MX,14,22550
El Pueblito,20.53972,-100.44139,MX,22,71254
El Grullo,19.80603,-104.21805,MX,14,21031
Victoria de Durango,24.02032,-104.65756,MX,10,457140
Culiacan,24.79032,-107.38782,MX,25,675000
Cuauhtemoc,28.40884,-106.86319,MX,6,90835
Villa de Costa Rica,24.59167,-107.38836,MX,25,21662
Cortazar,20.48008,-100.96067,MX,11,56360
Compostela,21.23777,-104.9001,MX,18,16162
Comonfort,20.72278,-100.75946,MX,11,22300
Colima,19.24997,-103.72714,MX,8,127235
Ciudad Obregon,27.48642,-109.94083,MX,26,258162
Ciudad Lerdo,25.53718,-103.52456,MX,7,63530
Ciudad Juarez,31.73333,-106.48333,MX,6,1512354
Ciudad Hidalgo,19.69229,-100.55739,MX,16,54993
Ciudad Guzman,19.70466,-103.4617,MX,14,101010
Ciudad Delicias,28.19013,-105.47012,MX,6,102969
Ciudad Constitucion,25.0321,-111.66256,MX,3,39915
Ciudad Camargo,27.67842,-105.17136,MX,6,37743
Ciudad Anahuac,27.24457,-100.13229,MX,19,17181
Ciudad Altamirano,18.3582,-100.66965,MX,12,24533
Ciudad Acuna,29.32322,-100.95217,MX,7,144669
Chihuahua,28.63528,-106.08889,MX,6,809232
Chapala,20.29616,-103.19123,MX,14,20323
Celaya,20.52353,-100.8157,MX,11,305901
Castanos,26.78932,-101.43211,MX,7,20809
Cananea,30.98699,-110.29062,MX,26,33433
Villa Juarez,24.65869,-107.54059,MX,25,20985
Calvillo,21.84583,-102.71849,MX,1,19663
Victor Rosales,22.94889,-102.70222,MX,32,32721
Autlan de Navarro,19.76822,-104.36664,MX,14,42155
Atoyac de Alvarez,17.20667,-100.43306,MX,12,21407
Atotonilco el Alto,20.55079,-102.50942,MX,14,27010
Armeria,18.9378,-103.96417,MX,8,16953
Arcelia,18.31847,-100.28148,MX,12,16940
Arandas,20.70519,-102.34635,MX,14,43342
Apodaca,25.75976,-100.16287,MX,19,352064
Apatzingan,19.08864,-102.35704,MX,16,98422
Apaseo el Grande,20.54495,-100.68462,MX,11,22636
Apaseo el Alto,20.45748,-100.6224,MX,11,25577
Ameca,20.54629,-104.04508,MX,14,35867
Allende,28.34124,-100.85111,MX,7,19636
Allende,25.27673,-100.01442,MX,19,22609
Aguascalientes,21.88234,-102.28259,MX,1,658179
Agua Prieta,31.33071,-109.54876,MX,26,68446
Acaponeta,22.49396,-105.36369,MX,18,18564
Acambaro,20.03024,-100.72249,MX,11,56263
Abasolo,20.44997,-101.53073,MX,11,25821
Anahuac,27.24056,-100.13222,MX,19,16628
Dolores Hidalgo Cuna de la Independencia Nacional,21.15611,-100.9325,MX,11,59240
Guacamayas,18.01932,-102.21225,MX,16,39447
Ciudad Lazaro Cardenas,17.97066,-102.22124,MX,16,84001
Colonia del Valle,19.38611,-99.16204,MX,9,250000
Colonia Lindavista,19.49156,-99.12475,MX,15,100000
Colonia Nativitas,19.38119,-99.13685,MX,9,60000
Las Delicias,32.40889,-116.94361,MX,2,15486
San Pedro Garza Garcia,25.65716,-100.40268,MX,19,122009
Soledad de Graciano Sanchez,22.18306,-100.94083,MX,24,255015
Manzanillo,19.05222,-104.31583,MX,8,130035
Naucalpan de Juarez,19.39694,-99.27667,MX,15,121470
Hacienda Santa Fe,20.51806,-103.38056,MX,14,86935
Fuentes del Valle,19.6325,-99.13861,MX,15,74087
San Salvador Tizatlalli,19.26028,-99.59083,MX,15,61367
Jardines de la Silla (Jardines),25.62944,-100.18778,MX,19,53742
San Buenaventura,19.3025,-98.86306,MX,15,44761
Colonia Santa Teresa,19.845,-99.23333,MX,15,36845
San Jeronimo Cuatro Vientos,19.29306,-98.84167,MX,15,36778
San Martin Azcatepec,19.68667,-98.97278,MX,15,35390
Fraccionamiento Real Palmas,25.90417,-100.15972,MX,19,34636
Porticos de San Antonio,32.4425,-117.03417,MX,2,34234
San Isidro,19.33972,-98.95056,MX,15,33737
Centro Familiar la Soledad,21.135,-101.74972,MX,11,32159
San Jose Guadalupe Otzacatipan,19.34472,-99.59194,MX,15,31299
Las Pintitas,20.56444,-103.30222,MX,14,26500
Emiliano Zapata,19.34361,-98.97472,MX,15,25309
San Antonio Tecomitl,19.21778,-98.98806,MX,9,24397
Licenciado Benito Juarez (Campo Gobierno),24.65667,-107.545,MX,25,24185
Teotihuacan de Arista,19.68972,-98.86083,MX,15,23325
Jesus del Monte,19.375,-99.29444,MX,15,23150
San Jorge Pueblo Nuevo,19.25417,-99.62778,MX,15,23107
Manuel Ojinaga,29.56444,-104.41639,MX,6,22744
Terrazas del Valle,32.4875,-116.82667,MX,2,20421
La Ermita,21.15194,-101.73306,MX,11,19703
Lomas del Sur,20.4925,-103.4175,MX,14,19413
Parque Industrial Ciudad Mitras,25.78861,-100.44778,MX,19,18312
Mitras Poniente,25.77583,-100.42583,MX,19,18246
Villa del Prado 2da Seccion,32.42389,-116.97167,MX,2,18226
Tres de Mayo,18.86861,-99.20833,MX,17,17966
Don Antonio,19.87444,-98.93472,MX,13,17736
Heroica Ciudad de Tlaxiaco,17.26944,-97.67917,MX,20,17543
Ciudad de Huitzuco,18.30111,-99.33111,MX,12,17475
Casa Blanca,19.04222,-98.11889,MX,21,17262
La Providencia Siglo XXI,20.06417,-98.71722,MX,13,16747
Ampliacion San Mateo (Colonia Solidaridad),19.61639,-99.14722,MX,15,16250
Fraccionamiento Ciudad Olmeca,18.15056,-94.5525,MX,30,16074
San Rafael Tlanalapan,19.29167,-98.46806,MX,21,15998
Tecamac de Felipe Villanueva,19.71306,-98.96833,MX,15,15911
Venceremos,20.55083,-100.39806,MX,22,15538
Alborada Jaltenco,19.66194,-99.06889,MX,15,15235
Crucecita,15.76889,-96.135,MX,20,15130
Kuah,6.32649,99.8432,MY,2,30212
Jerantut,3.936,102.3626,MY,6,33606
Raub,3.7899,101.857,MY,6,40024
Batu Pahat,1.8548,102.9325,MY,1,156236
Parit Raja,1.8681,103.1124,MY,1,17441
Pekan Nenas,1.51,103.5141,MY,1,23292
Pontian Kechil,1.4866,103.3896,MY,1,50836
Kampung Pasir Gudang Baru,1.4726,103.878,MY,1,145639
Kota Tinggi,1.7381,103.8999,MY,1,52743
Taman Senai,1.6006,103.6419,MY,1,73176
Kulai,1.6561,103.6032,MY,1,63762
Skudai,1.53741,103.65779,MY,1,159733
Johor Bahru,1.4655,103.7578,MY,1,802489
Kluang,2.03046,103.31689,MY,1,169828
Yong Peng,2.0136,103.0659,MY,1,27138
Mersing,2.4312,103.8405,MY,1,22007
Segamat,2.5148,102.8158,MY,1,69816
Tangkak,2.2673,102.5453,MY,1,35109
Muar,2.0442,102.5689,MY,1,127897
Bakri,2.0441,102.6527,MY,1,30280
Labis,2.385,103.021,MY,1,21906
Kuala Selangor,3.35,101.25,MY,12,55887
Batang Berjuntai,3.38333,101.41667,MY,12,20001
Batu Arang,3.31667,101.46667,MY,12,22579
Shah Alam,3.08507,101.53281,MY,12,481654
Klang,3.03333,101.45,MY,12,879867
Cukai,4.25,103.41667,MY,13,82425
Kuala Lipis,4.1842,102.0468,MY,6,15448
Papar,5.73333,115.93333,MY,16,19278
Kota Kinabalu,5.9749,116.0724,MY,16,457326
Donggongon,5.90702,116.10146,MY,16,71585
Putatan,5.9258,116.06094,MY,16,78340
Kinarut,5.8231,116.0466,MY,16,15716
Ranau,5.9538,116.6641,MY,16,19294
Semporna,4.48178,118.61119,MY,16,62641
Victoria,5.27667,115.24167,MY,15,73653
Beaufort,5.3473,115.7455,MY,16,15855
Lahad Datu,5.0268,118.327,MY,16,105622
Sandakan,5.8402,118.1179,MY,16,392288
Keningau,5.3378,116.1602,MY,16,77650
Tawau,4.24482,117.89115,MY,16,306462
Paka,4.6374,103.4368,MY,13,21044
Kertih,4.5141,103.4483,MY,13,24401
Kulim,5.36499,100.56177,MY,2,170889
Bagan Serai,5.0108,100.54101,MY,7,20476
Bedong,5.72743,100.50876,MY,2,47585
Simpang Empat,4.95,100.63333,MY,7,58004
Taiping,4.85,100.73333,MY,7,217647
Kuala Kangsar,4.76667,100.93333,MY,7,39331
Ipoh,4.5841,101.0829,MY,7,673318
Gua Musang,4.8823,101.9644,MY,3,19731
Kuala Terengganu,5.3302,103.1408,MY,13,285065
Marang,5.2056,103.2059,MY,13,21410
Tampin,2.4701,102.2302,MY,5,28238
Alor Gajah,2.3804,102.2089,MY,4,20163
Kampung Ayer Keroh,2.2654,102.2801,MY,4,37716
Sungai Udang,2.269,102.1427,MY,4,26044
Malacca,2.196,102.2405,MY,4,180671
Banting,2.8136,101.50185,MY,12,48240
Jenjarum,2.8724,101.49484,MY,12,24857
Semenyih,2.9516,101.843,MY,12,92491
Seremban,2.7297,101.9381,MY,5,372917
Port Dickson,2.53718,101.80571,MY,5,89198
Bahau,2.8079,102.4049,MY,5,31273
Kuala Pilah,2.7389,102.2487,MY,5,19510
Pekan,3.4836,103.3996,MY,6,31826
Mentekab,3.4854,102.3484,MY,6,42171
Temerluh,3.4506,102.4176,MY,6,59916
Butterworth,5.3991,100.36382,MY,9,107591
Perai,5.38333,100.38333,MY,9,65301
Bukit Mertajam,5.36301,100.4667,MY,9,212329
Nibong Tebal,5.16586,100.47793,MY,9,40072
Parit Buntar,5.12671,100.49316,MY,7,27313
Tasek Glugor,5.48032,100.49849,MY,9,135786
George Town,5.41123,100.33543,MY,9,300000
Serendah,3.3646,101.6041,MY,12,28484
Rawang,3.3213,101.5767,MY,12,120447
Petaling Jaya,3.10726,101.60671,MY,12,520698
Kuala Lumpur,3.1412,101.68653,MY,14,1453975
Sabak Bernam,3.7698,100.9879,MY,12,17251
Sungai Besar,3.6746,100.9867,MY,12,26939
Kuantan,3.8077,103.326,MY,6,366229
Batu Gajah,4.46916,101.04107,MY,7,46183
Kampar,4.3,101.15,MY,7,19056
Tapah Road,4.16667,101.2,MY,7,27863
Bidur,4.11667,101.28333,MY,7,30016
Lumut,4.2323,100.6298,MY,7,39595
Teluk Intan,4.0259,101.0213,MY,7,63353
Gurun,5.81717,100.47381,MY,2,15964
Sungai Petani,5.647,100.48772,MY,2,228843
Kepala Batas,5.51707,100.4265,MY,9,17131
Tanah Merah,5.8,102.15,MY,3,29116
Kuching,1.55,110.33333,MY,11,570407
Simanggang,1.24722,111.45278,MY,11,27207
Sarikei,2.11667,111.51667,MY,11,29281
Sibu,2.3,111.81667,MY,11,198239
Kangar,6.4414,100.19862,MY,8,63869
Jitra,6.26812,100.42167,MY,2,63489
Kuala Kedah,6.1,100.3,MY,2,19231
Alor Setar,6.12104,100.36014,MY,2,217368
Pasir Mas,6.04934,102.13987,MY,3,19017
Kota Bharu,6.13328,102.2386,MY,3,1459994
Kudat,6.88732,116.82364,MY,16,32393
Kapit,2.01667,112.93333,MY,11,15771
Bintulu,3.16667,113.03333,MY,11,151617
Limbang,4.75,115,MY,11,26199
Miri,4.4148,114.0089,MY,11,228212
Ulu Tiram,1.6,103.81667,MY,1,75350
Tanjung Tokong,5.46061,100.30742,MY,9,24071
Tanjung Sepat,2.6579,101.5629,MY,12,22340
Permatang Kuching,5.46339,100.38144,MY,9,27191
Peringat,6.03333,102.28333,MY,3,23288
Ladang Seri Kundang,3.2856,101.519,MY,12,23307
Pantai Remis,4.4557,100.6288,MY,7,16317
Kuang,3.2594,101.5541,MY,12,21185
Klebang Besar,2.2186,102.1995,MY,4,38643
Kampung Tanjung Karang,3.4242,101.1849,MY,12,16393
Kampung Sungai Ara,5.32699,100.27348,MY,9,140849
Kampung Simpang Renggam,1.8278,103.3,MY,1,17528
Kampong Pangkal Kalong,5.91667,102.21667,MY,3,39904
Kampong Masjid Tanah,2.35,102.11667,MY,4,29185
Kampong Kadok,6,102.25,MY,3,19233
Kampong Dungun,3.21667,101.31667,MY,7,58674
Kampung Bukit Baharu,2.2152,102.2851,MY,4,55656
Kampung Baru Subang,3.15,101.53333,MY,12,833571
Kampung Baharu Nilai,2.8033,101.7972,MY,5,36720
Kampong Baharu Balakong,3.03333,101.75,MY,12,69302
Kampung Ayer Molek,2.2139,102.3278,MY,4,15497
Bukit Rambai,2.2594,102.1838,MY,4,17391
Bentong Town,3.52229,101.90866,MY,6,49213
Batu Berendam,2.2487,102.246,MY,4,25028
Putrajaya,2.93527,101.69112,MY,17,50000
Bandar Labuan,5.28883,115.26924,MY,16,54752
Subang Jaya,3.04384,101.58062,MY,12,708296
Xai-Xai,-25.05194,33.64417,MZ,2,127366
Dondo,-19.60944,34.74306,MZ,5,78648
